"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002236.1.1623362.1626629",-0.9516487391111,-0.905889196730973,0,-1.0293448828816,-0.903296655227195
"CM002236.1.1627024.1628920",-1.4367799850804,-1.41467513385433,-0.978670108993856,-1.56137272282127,-1.49892907720933
"CM002236.1.1629031.1630347",-1.69249694267627,-1.53127097777195,-1.22381831563941,-2.0244827051825,-1.07290867759022
"CM002236.1.1630457.1632188",0,0,0,0,0
"CM002236.1.1632188.1633702",0,0.767449753343864,0,0.787357584620754,0
"CM002236.1.1634630.1637672",0,0,0,-0.843933603238788,0
"CM002236.1.1637658.1639748",0,0,0,0,0
"CM002236.1.1640001.1642222",0,0,0,0,0
"CM002236.1.1642516.1645081",-1.18147283706604,-1.11802822798336,-0.784224425296805,-1.34776260695136,0
"CM002236.1.1647683.1650672",0,-0.913321909010729,0,-1.27485347256016,0
"CM002236.1.1650819.1651386",0,0,0,-1.27191672445133,0
"CM002236.1.1651490.1655292",0,0,0,-0.685233396555965,0
"CM002236.1.1657833.1659835",0,0.750709629353768,0,0,0
"CM002236.1.1660521.1661793",0,0,0,0,0
